CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST004263,123,5,475.26,2,3,2,232,Need Attention
CUST004264,30,6,606.91,4,3,3,433,Champions
CUST004265,164,5,557.26,2,3,3,233,Loyal Customers
CUST004266,55,5,459.59,3,3,2,332,Potential Loyalists
CUST004267,1,4,378.7,4,2,2,422,Potential Loyalists
CUST004268,191,2,262.01,2,1,1,211,Dormant
CUST004269,74,4,367.54,3,2,2,322,Potential Loyalists
CUST004270,393,4,390.46,1,2,2,122,At Risk
CUST004271,37,6,728.94,4,3,4,434,Champions
CUST004272,166,2,224.11,2,1,1,211,Dormant
CUST004273,48,9,889.33,3,4,4,344,Champions
CUST004274,39,9,1041.12,4,4,4,444,Champions
CUST004275,288,4,433.14,1,2,2,122,At Risk
CUST004276,139,3,308.26,2,1,1,211,Dormant
CUST004277,555,2,209.4,1,1,1,111,Lost
CUST004278,214,5,483.05,2,3,2,232,Need Attention
CUST004279,29,3,280.75,4,1,1,411,Dormant
CUST004280,49,7,671.52,3,4,4,344,Champions
CUST004281,19,8,919.63,4,4,4,444,Champions
CUST004282,201,3,317.24,2,1,1,211,Dormant
CUST004283,115,4,401.28,2,2,2,222,Need Attention
CUST004284,43,5,424.69,4,3,2,432,Potential Loyalists
CUST004285,97,9,809.4,3,4,4,344,Champions
CUST004286,43,8,774.76,4,4,4,444,Champions
CUST004287,67,5,356.24,3,3,2,332,Potential Loyalists
CUST004288,38,6,403.85,4,3,2,432,Potential Loyalists
CUST004289,88,3,391.47,3,1,2,312,Dormant
CUST004290,120,5,577.36,2,3,3,233,Loyal Customers
CUST004291,273,1,147.94,1,1,1,111,Lost
CUST004292,200,6,623.9499999999999,2,3,3,233,Loyal Customers
CUST004293,75,5,431.98,3,3,2,332,Potential Loyalists
CUST004294,462,2,225.24,1,1,1,111,Lost
CUST004295,563,2,107.32,1,1,1,111,Lost
CUST004296,163,3,306.76,2,1,1,211,Dormant
CUST004297,239,3,224.94,1,1,1,111,Lost
CUST004298,336,3,382.09,1,1,2,112,Lost
CUST004299,501,2,185.79000000000002,1,1,1,111,Lost
CUST004300,518,4,442.78000000000003,1,2,2,122,At Risk
CUST004301,11,7,579.72,4,4,3,443,Champions
CUST004302,3,10,1111.23,4,4,4,444,Champions
CUST004303,407,3,223.16000000000003,1,1,1,111,Lost
CUST004304,198,6,593.57,2,3,3,233,Loyal Customers
CUST004305,149,3,309.41,2,1,1,211,Dormant
CUST004306,52,4,408.32,3,2,2,322,Potential Loyalists
CUST004307,49,5,428.01,3,3,2,332,Potential Loyalists
CUST004308,240,4,344.03,1,2,2,122,At Risk
CUST004309,122,5,555.39,2,3,3,233,Loyal Customers
CUST004310,4,7,622.66,4,4,3,443,Champions
CUST004311,760,1,120.02,1,1,1,111,Lost
CUST004312,178,4,404.1,2,2,2,222,Need Attention
CUST004313,13,5,527.3199999999999,4,3,3,433,Champions
CUST004314,112,3,330.1,2,1,1,211,Dormant
CUST004315,202,7,618.16,2,4,3,243,Loyal Customers
CUST004316,3,4,454.01,4,2,2,422,Potential Loyalists
CUST004317,115,4,572.4200000000001,2,2,3,223,Need Attention
CUST004318,273,5,520.5799999999999,1,3,3,133,Loyal Customers
CUST004319,93,3,303.28,3,1,1,311,Dormant
CUST004320,6,3,381.61,4,1,2,412,Dormant
CUST004321,442,3,365.59000000000003,1,1,2,112,Lost
CUST004322,140,6,762.86,2,3,4,234,Loyal Customers
CUST004323,53,8,712.4,3,4,4,344,Champions
CUST004324,517,2,214.26,1,1,1,111,Lost
CUST004325,46,6,590.77,3,3,3,333,Champions
CUST004326,192,3,326.18,2,1,1,211,Dormant
CUST004327,329,4,400.28999999999996,1,2,2,122,At Risk
CUST004328,265,4,375.27,1,2,2,122,At Risk
CUST004329,72,8,598.58,3,4,3,343,Champions
CUST004330,7,5,577.45,4,3,3,433,Champions
CUST004331,74,6,525.7,3,3,3,333,Champions
CUST004332,298,5,495.67999999999995,1,3,3,133,Loyal Customers
CUST004333,577,3,314.96,1,1,1,111,Lost
CUST004334,47,4,356.97,3,2,2,322,Potential Loyalists
CUST004335,16,6,626.99,4,3,3,433,Champions
CUST004336,187,7,742.95,2,4,4,244,Loyal Customers
CUST004337,43,10,1202.69,4,4,4,444,Champions
CUST004338,14,5,516.6,4,3,3,433,Champions
CUST004339,73,3,409.59000000000003,3,1,2,312,Dormant
CUST004340,87,4,300.05,3,2,1,321,Need Attention
CUST004341,229,5,404.02,1,3,2,132,At Risk
CUST004342,56,8,670.36,3,4,4,344,Champions
CUST004343,442,4,438.28000000000003,1,2,2,122,At Risk
CUST004344,93,6,544.23,3,3,3,333,Champions
CUST004345,256,5,437.43,1,3,2,132,At Risk
CUST004346,220,3,266.17,1,1,1,111,Lost
CUST004347,242,3,264.03999999999996,1,1,1,111,Lost
CUST004348,90,2,234.02999999999997,3,1,1,311,Dormant
CUST004349,218,6,685.88,1,3,4,134,Loyal Customers
CUST004350,178,4,428.81,2,2,2,222,Need Attention
CUST004351,8,7,790.89,4,4,4,444,Champions
CUST004352,359,3,221.11,1,1,1,111,Lost
CUST004353,507,2,255.32999999999998,1,1,1,111,Lost
CUST004354,173,4,297.89,2,2,1,221,Need Attention
CUST004355,124,4,386.32000000000005,2,2,2,222,Need Attention
CUST004356,172,9,928.61,2,4,4,244,Loyal Customers
CUST004357,112,7,626.46,2,4,3,243,Loyal Customers
CUST004358,179,4,360.03999999999996,2,2,2,222,Need Attention
CUST004359,20,3,251.26999999999998,4,1,1,411,Dormant
CUST004360,330,4,378.44,1,2,2,122,At Risk
CUST004361,27,8,924.71,4,4,4,444,Champions
CUST004362,128,3,235.13,2,1,1,211,Dormant
CUST004363,23,6,661.19,4,3,4,434,Champions
CUST004364,23,7,721.45,4,4,4,444,Champions
CUST004365,8,5,583.64,4,3,3,433,Champions
CUST004366,26,8,808.89,4,4,4,444,Champions
CUST004367,74,7,894.91,3,4,4,344,Champions
CUST004368,274,5,449.65000000000003,1,3,2,132,At Risk
CUST004369,170,3,289.23,2,1,1,211,Dormant
CUST004370,215,7,700.3299999999999,2,4,4,244,Loyal Customers
CUST004371,215,7,753.91,2,4,4,244,Loyal Customers
CUST004372,101,7,620.36,3,4,3,343,Champions
CUST004373,160,9,1041.65,2,4,4,244,Loyal Customers
CUST004374,186,8,844.1700000000001,2,4,4,244,Loyal Customers
CUST004375,5,7,758.87,4,4,4,444,Champions
CUST004376,3,9,1020.8,4,4,4,444,Champions
CUST004377,5,8,983.1,4,4,4,444,Champions
CUST004378,8,4,468.18,4,2,2,422,Potential Loyalists
CUST004379,395,5,658.51,1,3,3,133,Loyal Customers
CUST004380,21,3,286.24,4,1,1,411,Dormant
CUST004381,565,3,372.0,1,1,2,112,Lost
CUST004382,227,3,229.3,1,1,1,111,Lost
CUST004383,378,3,302.56,1,1,1,111,Lost
CUST004384,124,2,194.68,2,1,1,211,Dormant
CUST004385,49,4,289.98,3,2,1,321,Need Attention
CUST004386,14,4,264.41,4,2,1,421,Need Attention
CUST004387,308,5,530.28,1,3,3,133,Loyal Customers
CUST004388,304,6,614.08,1,3,3,133,Loyal Customers
CUST004389,136,5,481.47,2,3,2,232,Need Attention
CUST004390,76,6,445.99,3,3,2,332,Potential Loyalists
CUST004391,27,4,354.4,4,2,2,422,Potential Loyalists
CUST004392,232,6,644.35,1,3,3,133,Loyal Customers
CUST004393,652,3,211.14,1,1,1,111,Lost
CUST004394,124,7,594.9,2,4,3,243,Loyal Customers
CUST004395,45,10,995.38,4,4,4,444,Champions
CUST004396,168,7,754.17,2,4,4,244,Loyal Customers
CUST004397,71,8,863.47,3,4,4,344,Champions
CUST004398,95,5,473.18,3,3,2,332,Potential Loyalists
CUST004399,486,2,304.73,1,1,1,111,Lost
CUST004400,68,3,298.57,3,1,1,311,Dormant
CUST004401,145,6,695.19,2,3,4,234,Loyal Customers
CUST004402,90,8,725.36,3,4,4,344,Champions
CUST004403,55,4,556.66,3,2,3,323,Potential Loyalists
CUST004404,263,9,1176.5,1,4,4,144,Loyal Customers
CUST004405,97,6,672.64,3,3,4,334,Champions
CUST004406,61,2,144.4,3,1,1,311,Dormant
CUST004407,242,7,730.14,1,4,4,144,Loyal Customers
CUST004408,73,4,444.13,3,2,2,322,Potential Loyalists
CUST004409,35,7,752.39,4,4,4,444,Champions
CUST004410,7,7,691.55,4,4,4,444,Champions
CUST004411,28,3,227.64000000000001,4,1,1,411,Dormant
CUST004412,94,5,409.49,3,3,2,332,Potential Loyalists
CUST004413,66,5,489.37,3,3,2,332,Potential Loyalists
CUST004414,79,3,320.15999999999997,3,1,1,311,Dormant
CUST004415,84,5,676.99,3,3,4,334,Champions
CUST004416,131,6,648.02,2,3,3,233,Loyal Customers
CUST004417,161,2,200.57999999999998,2,1,1,211,Dormant
CUST004418,75,4,305.2,3,2,1,321,Need Attention
CUST004419,565,2,302.59000000000003,1,1,1,111,Lost
CUST004420,436,2,211.61,1,1,1,111,Lost
CUST004421,17,3,290.78999999999996,4,1,1,411,Dormant
CUST004422,17,4,301.31,4,2,1,421,Need Attention
CUST004423,133,5,493.66999999999996,2,3,3,233,Loyal Customers
CUST004424,53,8,726.04,3,4,4,344,Champions
CUST004425,92,5,530.2,3,3,3,333,Champions
CUST004426,84,8,946.13,3,4,4,344,Champions
CUST004427,291,2,204.69,1,1,1,111,Lost
CUST004428,360,5,478.04,1,3,2,132,At Risk
CUST004429,96,1,89.15,3,1,1,311,Dormant
CUST004430,235,2,322.57,1,1,1,111,Lost
CUST004431,18,4,376.1,4,2,2,422,Potential Loyalists
CUST004432,79,7,567.97,3,4,3,343,Champions
CUST004433,209,4,569.78,2,2,3,223,Need Attention
CUST004434,197,6,460.4,2,3,2,232,Need Attention
CUST004435,658,2,207.92,1,1,1,111,Lost
CUST004437,26,7,731.81,4,4,4,444,Champions
CUST004438,188,6,656.28,2,3,3,233,Loyal Customers
CUST004439,73,7,788.83,3,4,4,344,Champions
CUST004440,242,3,260.43,1,1,1,111,Lost
CUST004441,112,4,311.24,2,2,1,221,Need Attention
CUST004442,57,8,706.33,3,4,4,344,Champions
CUST004443,63,6,659.97,3,3,3,333,Champions
CUST004444,177,5,657.1,2,3,3,233,Loyal Customers
CUST004445,102,7,704.31,3,4,4,344,Champions
CUST004446,43,3,379.34,4,1,2,412,Dormant
CUST004447,47,8,782.5699999999999,3,4,4,344,Champions
CUST004448,11,2,198.46,4,1,1,411,Dormant
CUST004449,65,2,163.04000000000002,3,1,1,311,Dormant
CUST004450,18,6,797.22,4,3,4,434,Champions
CUST004451,64,6,899.55,3,3,4,334,Champions
CUST004452,768,1,66.76,1,1,1,111,Lost
CUST004453,1,2,284.02,4,1,1,411,Dormant
CUST004454,15,7,839.45,4,4,4,444,Champions
CUST004455,34,5,497.79999999999995,4,3,3,433,Champions
CUST004456,182,6,663.97,2,3,4,234,Loyal Customers
CUST004457,11,6,645.64,4,3,3,433,Champions
CUST004458,7,8,833.29,4,4,4,444,Champions
CUST004459,77,5,569.65,3,3,3,333,Champions
CUST004460,105,6,565.37,3,3,3,333,Champions
CUST004461,95,8,859.8299999999999,3,4,4,344,Champions
CUST004462,107,6,659.9,3,3,3,333,Champions
CUST004463,247,2,167.21,1,1,1,111,Lost
CUST004464,13,4,465.21,4,2,2,422,Potential Loyalists
CUST004465,169,4,432.06,2,2,2,222,Need Attention
CUST004466,212,5,740.76,2,3,4,234,Loyal Customers
CUST004467,115,9,992.03,2,4,4,244,Loyal Customers
CUST004468,130,4,357.35,2,2,2,222,Need Attention
CUST004469,17,7,841.62,4,4,4,444,Champions
CUST004470,133,5,544.38,2,3,3,233,Loyal Customers
CUST004471,42,6,532.25,4,3,3,433,Champions
CUST004472,59,3,220.01999999999998,3,1,1,311,Dormant
CUST004473,21,2,183.8,4,1,1,411,Dormant
CUST004474,57,7,924.04,3,4,4,344,Champions
CUST004475,134,8,706.01,2,4,4,244,Loyal Customers
CUST004476,208,5,504.34,2,3,3,233,Loyal Customers
CUST004477,401,4,420.03,1,2,2,122,At Risk
CUST004478,69,5,583.6700000000001,3,3,3,333,Champions
CUST004479,403,5,455.06,1,3,2,132,At Risk
CUST004480,104,3,276.90999999999997,3,1,1,311,Dormant
CUST004481,413,3,288.1,1,1,1,111,Lost
CUST004482,199,3,361.12,2,1,2,212,Dormant
CUST004483,109,4,512.28,3,2,3,323,Potential Loyalists
CUST004484,56,4,359.32,3,2,2,322,Potential Loyalists
CUST004485,40,8,922.91,4,4,4,444,Champions
CUST004486,207,2,145.21,2,1,1,211,Dormant
CUST004487,174,5,567.1,2,3,3,233,Loyal Customers
CUST004488,542,3,314.05,1,1,1,111,Lost
CUST004489,21,5,523.19,4,3,3,433,Champions
CUST004490,169,3,318.42,2,1,1,211,Dormant
CUST004491,13,3,323.55,4,1,1,411,Dormant
CUST004492,118,3,351.40999999999997,2,1,2,212,Dormant
CUST004493,63,4,481.18,3,2,2,322,Potential Loyalists
CUST004495,26,11,1127.97,4,4,4,444,Champions
CUST004496,189,3,255.81,2,1,1,211,Dormant
CUST004497,70,8,861.12,3,4,4,344,Champions
CUST004498,71,6,523.77,3,3,3,333,Champions
CUST004499,12,4,495.28999999999996,4,2,3,423,Potential Loyalists
CUST004500,41,4,372.26,4,2,2,422,Potential Loyalists
CUST004501,8,6,554.19,4,3,3,433,Champions
CUST004502,152,2,195.1,2,1,1,211,Dormant
CUST004503,250,2,203.22,1,1,1,111,Lost
CUST004504,20,3,192.51999999999998,4,1,1,411,Dormant
CUST004505,30,3,329.68,4,1,1,411,Dormant
CUST004506,169,4,321.63,2,2,1,221,Need Attention
CUST004507,7,5,663.4200000000001,4,3,4,434,Champions
CUST004508,57,3,313.63,3,1,1,311,Dormant
CUST004509,171,3,209.72,2,1,1,211,Dormant
CUST004510,736,2,139.93,1,1,1,111,Lost
CUST004511,414,2,123.85,1,1,1,111,Lost
CUST004512,264,6,509.01,1,3,3,133,Loyal Customers
CUST004513,203,10,999.05,2,4,4,244,Loyal Customers
CUST004514,30,6,682.2,4,3,4,434,Champions
CUST004515,108,3,254.35000000000002,3,1,1,311,Dormant
CUST004516,135,3,329.47,2,1,1,211,Dormant
CUST004517,32,7,673.84,4,4,4,444,Champions
CUST004518,218,4,496.09,1,2,3,123,At Risk
CUST004519,166,1,58.76,2,1,1,211,Dormant
CUST004520,64,2,169.53,3,1,1,311,Dormant
CUST004521,151,4,452.87,2,2,2,222,Need Attention
CUST004522,123,5,417.97,2,3,2,232,Need Attention
CUST004523,302,4,368.43,1,2,2,122,At Risk
CUST004524,52,5,519.6899999999999,3,3,3,333,Champions
CUST004525,262,7,657.52,1,4,3,143,Loyal Customers
CUST004526,507,4,422.46000000000004,1,2,2,122,At Risk
CUST004527,39,6,748.0699999999999,4,3,4,434,Champions
CUST004529,39,5,356.46,4,3,2,432,Potential Loyalists
CUST004530,371,7,596.74,1,4,3,143,Loyal Customers
CUST004531,172,7,720.3,2,4,4,244,Loyal Customers
CUST004532,3,8,871.1,4,4,4,444,Champions
CUST004533,321,7,727.64,1,4,4,144,Loyal Customers
CUST004534,165,10,1415.03,2,4,4,244,Loyal Customers
CUST004535,53,6,603.08,3,3,3,333,Champions
CUST004536,236,3,473.79999999999995,1,1,2,112,Lost
CUST004537,43,9,983.52,4,4,4,444,Champions
CUST004538,190,5,505.7,2,3,3,233,Loyal Customers
CUST004539,309,5,448.22,1,3,2,132,At Risk
CUST004540,169,7,725.74,2,4,4,244,Loyal Customers
CUST004541,20,6,640.0999999999999,4,3,3,433,Champions
CUST004542,21,2,361.75,4,1,2,412,Dormant
CUST004543,422,4,413.25,1,2,2,122,At Risk
CUST004544,146,5,475.84000000000003,2,3,2,232,Need Attention
CUST004545,101,3,345.45,3,1,2,312,Dormant
CUST004546,205,6,624.6899999999999,2,3,3,233,Loyal Customers
CUST004547,103,5,549.23,3,3,3,333,Champions
CUST004548,190,5,447.87,2,3,2,232,Need Attention
CUST004549,67,5,485.58,3,3,2,332,Potential Loyalists
CUST004550,379,5,530.53,1,3,3,133,Loyal Customers
CUST004551,74,7,806.48,3,4,4,344,Champions
CUST004552,221,4,515.45,1,2,3,123,At Risk
CUST004553,270,4,360.51,1,2,2,122,At Risk
CUST004554,221,4,393.63,1,2,2,122,At Risk
CUST004555,10,9,709.45,4,4,4,444,Champions
CUST004556,33,8,862.87,4,4,4,444,Champions
CUST004557,84,4,533.5,3,2,3,323,Potential Loyalists
CUST004558,352,6,753.81,1,3,4,134,Loyal Customers
CUST004559,78,7,555.87,3,4,3,343,Champions
CUST004560,384,4,516.27,1,2,3,123,At Risk
CUST004561,85,5,622.63,3,3,3,333,Champions
CUST004562,103,6,516.76,3,3,3,333,Champions
CUST004563,139,8,892.88,2,4,4,244,Loyal Customers
CUST004564,24,4,279.57,4,2,1,421,Need Attention
CUST004565,33,6,562.15,4,3,3,433,Champions
CUST004566,384,4,282.9,1,2,1,121,Lost
CUST004567,306,4,326.26,1,2,1,121,Lost
CUST004568,35,7,727.37,4,4,4,444,Champions
CUST004569,20,3,313.7,4,1,1,411,Dormant
CUST004570,16,8,768.26,4,4,4,444,Champions
CUST004571,36,8,898.16,4,4,4,444,Champions
CUST004572,300,3,359.75,1,1,2,112,Lost
CUST004573,76,7,760.97,3,4,4,344,Champions
CUST004574,121,7,755.23,2,4,4,244,Loyal Customers
CUST004575,62,7,753.42,3,4,4,344,Champions
CUST004576,3,3,270.39,4,1,1,411,Dormant
CUST004577,51,7,607.49,3,4,3,343,Champions
CUST004578,43,6,411.37,4,3,2,432,Potential Loyalists
CUST004579,202,10,1021.56,2,4,4,244,Loyal Customers
CUST004580,88,9,804.6800000000001,3,4,4,344,Champions
CUST004581,95,9,964.9399999999999,3,4,4,344,Champions
CUST004582,250,3,238.74,1,1,1,111,Lost
CUST004583,21,8,799.92,4,4,4,444,Champions
CUST004584,100,8,802.66,3,4,4,344,Champions
CUST004585,44,5,440.99,4,3,2,432,Potential Loyalists
CUST004586,159,5,469.28,2,3,2,232,Need Attention
CUST004587,48,8,892.65,3,4,4,344,Champions
CUST004588,420,4,541.08,1,2,3,123,At Risk
CUST004589,82,3,225.01,3,1,1,311,Dormant
CUST004590,139,4,371.15,2,2,2,222,Need Attention
CUST004591,38,6,684.15,4,3,4,434,Champions
CUST004592,151,4,505.53,2,2,3,223,Need Attention
CUST004593,150,3,350.81,2,1,2,212,Dormant
CUST004594,84,7,659.05,3,4,3,343,Champions
CUST004595,191,6,550.76,2,3,3,233,Loyal Customers
CUST004596,140,4,310.40999999999997,2,2,1,221,Need Attention
CUST004597,240,2,264.65999999999997,1,1,1,111,Lost
CUST004599,216,1,147.69,2,1,1,211,Dormant
CUST004600,11,6,626.5899999999999,4,3,3,433,Champions
CUST004601,311,3,356.36,1,1,2,112,Lost
CUST004602,421,4,520.01,1,2,3,123,At Risk
CUST004603,35,7,670.33,4,4,4,444,Champions
CUST004604,163,5,417.13,2,3,2,232,Need Attention
CUST004605,177,5,477.36,2,3,2,232,Need Attention
CUST004606,85,8,797.35,3,4,4,344,Champions
CUST004607,147,6,491.8,2,3,3,233,Loyal Customers
CUST004608,583,2,266.99,1,1,1,111,Lost
CUST004609,110,6,623.62,2,3,3,233,Loyal Customers
CUST004610,61,5,371.13,3,3,2,332,Potential Loyalists
CUST004611,45,6,543.72,4,3,3,433,Champions
CUST004612,3,7,723.39,4,4,4,444,Champions
CUST004613,27,5,545.6800000000001,4,3,3,433,Champions
CUST004614,94,4,401.17,3,2,2,322,Potential Loyalists
CUST004615,20,4,404.76,4,2,2,422,Potential Loyalists
CUST004616,301,3,276.65,1,1,1,111,Lost
CUST004617,223,4,430.28,1,2,2,122,At Risk
CUST004618,109,6,711.85,3,3,4,334,Champions
CUST004619,150,6,604.61,2,3,3,233,Loyal Customers
CUST004620,136,6,808.44,2,3,4,234,Loyal Customers
CUST004621,127,3,413.87,2,1,2,212,Dormant
CUST004622,123,2,231.56,2,1,1,211,Dormant
CUST004623,54,7,740.8,3,4,4,344,Champions
CUST004624,274,5,511.72,1,3,3,133,Loyal Customers
CUST004625,34,8,878.51,4,4,4,444,Champions
CUST004626,121,4,425.12,2,2,2,222,Need Attention
CUST004627,346,5,338.56,1,3,2,132,At Risk
CUST004628,284,5,511.22,1,3,3,133,Loyal Customers
CUST004629,396,2,267.69,1,1,1,111,Lost
CUST004630,5,6,722.61,4,3,4,434,Champions
CUST004631,44,5,450.18,4,3,2,432,Potential Loyalists
CUST004632,254,2,146.97,1,1,1,111,Lost
CUST004633,129,7,616.45,2,4,3,243,Loyal Customers
CUST004634,93,5,494.74,3,3,3,333,Champions
CUST004635,98,3,476.66,3,1,2,312,Dormant
CUST004636,31,5,386.63,4,3,2,432,Potential Loyalists
CUST004637,115,4,337.66999999999996,2,2,2,222,Need Attention
CUST004638,39,6,684.99,4,3,4,434,Champions
CUST004639,126,7,874.88,2,4,4,244,Loyal Customers
CUST004640,8,5,575.35,4,3,3,433,Champions
CUST004641,73,4,339.61,3,2,2,322,Potential Loyalists
CUST004642,138,6,584.88,2,3,3,233,Loyal Customers
CUST004643,502,2,318.2,1,1,1,111,Lost
CUST004644,257,4,464.97,1,2,2,122,At Risk
CUST004645,296,6,535.79,1,3,3,133,Loyal Customers
CUST004646,302,7,706.06,1,4,4,144,Loyal Customers
CUST004647,438,4,452.51,1,2,2,122,At Risk
CUST004648,171,2,244.26,2,1,1,211,Dormant
CUST004649,47,8,759.1700000000001,3,4,4,344,Champions
CUST004650,18,1,78.93,4,1,1,411,Dormant
CUST004651,88,1,98.99,3,1,1,311,Dormant
CUST004652,34,6,550.65,4,3,3,433,Champions
CUST004653,172,4,337.66999999999996,2,2,2,222,Need Attention
CUST004654,4,5,485.94,4,3,2,432,Potential Loyalists
CUST004655,150,3,292.55,2,1,1,211,Dormant
CUST004656,530,4,318.17999999999995,1,2,1,121,Lost
CUST004657,166,5,524.74,2,3,3,233,Loyal Customers
CUST004658,73,5,548.76,3,3,3,333,Champions
CUST004659,83,4,471.36,3,2,2,322,Potential Loyalists
CUST004660,41,3,319.56,4,1,1,411,Dormant
CUST004661,3,7,706.01,4,4,4,444,Champions
CUST004662,122,7,700.98,2,4,4,244,Loyal Customers
CUST004663,33,6,740.72,4,3,4,434,Champions
CUST004664,537,3,286.42,1,1,1,111,Lost
CUST004665,54,4,395.04,3,2,2,322,Potential Loyalists
CUST004666,190,8,642.49,2,4,3,243,Loyal Customers
CUST004667,20,5,558.81,4,3,3,433,Champions
CUST004668,240,3,291.16999999999996,1,1,1,111,Lost
CUST004669,177,4,403.7,2,2,2,222,Need Attention
CUST004670,507,3,217.75,1,1,1,111,Lost
CUST004671,7,9,792.85,4,4,4,444,Champions
CUST004672,282,3,373.45000000000005,1,1,2,112,Lost
CUST004673,146,4,374.29,2,2,2,222,Need Attention
CUST004674,150,8,933.62,2,4,4,244,Loyal Customers
CUST004675,347,4,605.47,1,2,3,123,At Risk
CUST004676,95,1,69.77,3,1,1,311,Dormant
CUST004677,28,5,470.82,4,3,2,432,Potential Loyalists
CUST004678,184,2,175.35000000000002,2,1,1,211,Dormant
CUST004679,48,6,526.14,3,3,3,333,Champions
CUST004680,139,6,687.28,2,3,4,234,Loyal Customers
CUST004681,299,3,323.15999999999997,1,1,1,111,Lost
CUST004682,11,12,1115.95,4,4,4,444,Champions
CUST004683,342,5,764.56,1,3,4,134,Loyal Customers
CUST004684,223,3,295.76,1,1,1,111,Lost
CUST004685,239,8,917.04,1,4,4,144,Loyal Customers
CUST004686,83,4,346.73,3,2,2,322,Potential Loyalists
CUST004687,189,6,789.02,2,3,4,234,Loyal Customers
CUST004688,19,6,603.18,4,3,3,433,Champions
CUST004689,293,3,298.53,1,1,1,111,Lost
CUST004690,64,3,378.39000000000004,3,1,2,312,Dormant
CUST004691,34,6,517.82,4,3,3,433,Champions
CUST004692,14,7,587.3100000000001,4,4,3,443,Champions
CUST004693,2,4,353.08,4,2,2,422,Potential Loyalists
CUST004694,362,3,351.93,1,1,2,112,Lost
CUST004695,222,6,699.87,1,3,4,134,Loyal Customers
CUST004696,42,5,456.01,4,3,2,432,Potential Loyalists
CUST004697,285,3,234.48000000000002,1,1,1,111,Lost
CUST004698,5,4,443.98,4,2,2,422,Potential Loyalists
CUST004699,230,4,420.49,1,2,2,122,At Risk
CUST004700,258,6,720.47,1,3,4,134,Loyal Customers
CUST004701,20,10,1206.24,4,4,4,444,Champions
CUST004702,485,4,381.63,1,2,2,122,At Risk
CUST004703,648,1,108.0,1,1,1,111,Lost
CUST004704,24,6,626.71,4,3,3,433,Champions
CUST004705,103,5,654.21,3,3,3,333,Champions
CUST004706,186,4,355.67,2,2,2,222,Need Attention
CUST004707,234,2,284.59,1,1,1,111,Lost
CUST004708,156,4,402.53000000000003,2,2,2,222,Need Attention
CUST004709,64,7,646.8499999999999,3,4,3,343,Champions
CUST004710,182,2,186.28,2,1,1,211,Dormant
CUST004711,28,4,278.56,4,2,1,421,Need Attention
CUST004712,332,3,231.56,1,1,1,111,Lost
CUST004713,37,6,738.77,4,3,4,434,Champions
CUST004714,49,11,1249.93,3,4,4,344,Champions
CUST004715,563,2,241.47,1,1,1,111,Lost
CUST004716,42,3,292.07,4,1,1,411,Dormant
CUST004717,3,6,572.54,4,3,3,433,Champions
CUST004718,28,9,1150.5,4,4,4,444,Champions
CUST004719,32,9,841.92,4,4,4,444,Champions
CUST004720,323,3,437.87,1,1,2,112,Lost
CUST004721,51,8,1115.8,3,4,4,344,Champions
CUST004722,59,5,387.26,3,3,2,332,Potential Loyalists
CUST004723,260,2,96.94,1,1,1,111,Lost
CUST004724,127,4,339.66,2,2,2,222,Need Attention
CUST004725,28,8,763.15,4,4,4,444,Champions
CUST004726,56,6,736.25,3,3,4,334,Champions
CUST004727,411,3,247.5,1,1,1,111,Lost
CUST004728,75,5,566.5,3,3,3,333,Champions
CUST004729,33,9,817.3,4,4,4,444,Champions
CUST004730,193,4,373.12,2,2,2,222,Need Attention
CUST004731,28,3,262.34000000000003,4,1,1,411,Dormant
CUST004732,78,7,830.74,3,4,4,344,Champions
CUST004733,201,5,506.9,2,3,3,233,Loyal Customers
CUST004734,145,3,431.86,2,1,2,212,Dormant
CUST004735,135,4,396.51,2,2,2,222,Need Attention
CUST004736,450,4,471.41999999999996,1,2,2,122,At Risk
CUST004737,145,6,665.85,2,3,4,234,Loyal Customers
CUST004738,247,4,498.53000000000003,1,2,3,123,At Risk
CUST004739,112,3,268.63,2,1,1,211,Dormant
CUST004740,40,10,955.54,4,4,4,444,Champions
CUST004741,38,7,837.9200000000001,4,4,4,444,Champions
CUST004742,134,9,795.47,2,4,4,244,Loyal Customers
CUST004743,41,3,243.56,4,1,1,411,Dormant
CUST004744,1,9,852.81,4,4,4,444,Champions
CUST004745,190,7,865.8000000000001,2,4,4,244,Loyal Customers
CUST004746,339,2,219.36,1,1,1,111,Lost
CUST004747,98,2,266.11,3,1,1,311,Dormant
CUST004748,73,3,315.59000000000003,3,1,1,311,Dormant
CUST004749,5,4,412.09000000000003,4,2,2,422,Potential Loyalists
CUST004750,23,2,187.75,4,1,1,411,Dormant
CUST004751,155,3,196.95,2,1,1,211,Dormant
CUST004752,103,4,378.37,3,2,2,322,Potential Loyalists
CUST004753,60,2,100.14,3,1,1,311,Dormant
CUST004754,193,6,562.85,2,3,3,233,Loyal Customers
CUST004755,32,10,1281.6399999999999,4,4,4,444,Champions
CUST004756,26,10,895.53,4,4,4,444,Champions
CUST004757,16,6,626.4200000000001,4,3,3,433,Champions
CUST004758,321,4,368.15999999999997,1,2,2,122,At Risk
CUST004759,141,1,144.08,2,1,1,211,Dormant
CUST004760,98,5,485.93,3,3,2,332,Potential Loyalists
CUST004761,510,3,275.64,1,1,1,111,Lost
